20190704200608.25,35.7007,-117.4760,11.9,3.40,0
CI.CCC,2019-07-04T23:42:39.698000Z,2019-07-04T23:42:44.448000Z,2.410874056304341e-05,77913.5
CI.WMF,2019-07-04T23:42:42.158000Z,2019-07-04T23:42:48.678000Z,1.6980708197261177e-05,48631.8
CI.DAW,2019-07-04T23:42:43.523000Z,2019-07-04T23:42:51.043000Z,2.1821854074124307e-06,206.2
CI.JRC2,2019-07-04T23:42:39.878000Z,2019-07-04T23:42:44.658000Z,2.1660749956546743e-05,46340.2
CI.MPM,2019-07-04T23:42:39.918000Z,2019-07-04T23:42:44.718000Z,5.122365601947421e-06,1898755.7
CI.SLA,2019-07-04T23:42:39.278000Z,2019-07-04T23:42:43.538000Z,3.770841918991262e-05,2225.5
CI.WCS2,2019-07-04T23:42:40.038000Z,2019-07-04T23:42:44.778000Z,1.1532369332293668e-05,9286.2
CI.WBM,2019-07-04T23:42:39.983000Z,2019-07-04T23:42:44.653000Z,3.723805214686755e-05,41693.8
PB.B917,2019-07-04T23:42:41.938000Z,2019-07-04T23:42:48.018000Z,2.6664834226105058e-06,35785.5
CI.CLC,2019-07-04T23:42:35.508000Z,2019-07-04T23:42:36.838000Z,8.66211238530765e-05,1823268.0
CI.WOR,2019-07-04T23:42:44.098000Z,2019-07-04T23:42:51.648000Z,3.885776421237539e-06,13424.1
CI.WBS,2019-07-04T23:42:43.488000Z,2019-07-04T23:42:50.568000Z,1.6125785768719896e-05,7267.3
20190704170920.12,35.7088,-117.4918,12.9,2.40,6
CI.TOW2,2019-07-04T17:09:25.248000Z,2019-07-04T17:09:29.938000Z,2.1224380717002522e-06,28934.1
CI.SRT,2019-07-04T17:09:24.558000Z,2019-07-04T17:09:28.618000Z,1.0224391179160325e-06,68874.5
CI.WRC2,2019-07-04T17:09:25.418000Z,2019-07-04T17:09:29.798000Z,1.6033928354656942e-06,95840.2
CI.MPM,2019-07-04T17:09:26.738000Z,2019-07-04T17:09:32.068000Z,2.3640941475859877e-07,326666.7
PB.B916,2019-07-04T17:09:29.378000Z,2019-07-04T17:09:36.598000Z,7.589216879140908e-08,13399.3
CI.CLC,2019-07-04T17:09:23.188000Z,2019-07-04T17:09:25.848000Z,1.1983077332539193e-06,484514.4
CI.LRL,2019-07-04T17:09:25.368000Z,2019-07-04T17:09:29.628000Z,9.177099991044385e-07,722.6
CI.CCC,2019-07-04T17:09:24.838000Z,2019-07-04T17:09:28.678000Z,2.6402391611724434e-06,39099.6
PB.B918,2019-07-04T17:09:24.798000Z,2019-07-04T17:09:28.548000Z,2.532516298901007e-07,807365.5
PB.B921,2019-07-04T17:09:22.968000Z,2019-07-04T17:09:25.368000Z,5.673985681176354e-07,256834.0
CI.DTP,2019-07-04T17:09:29.608000Z,2019-07-04T17:09:36.868000Z,2.3622254105974395e-07,1902.6
CI.SLA,2019-07-04T17:09:25.248000Z,2019-07-04T17:09:29.278000Z,2.0287902260318957e-06,352.3
CI.JRC2,2019-07-04T17:09:27.278000Z,2019-07-04T17:09:32.748000Z,1.0133790102459762e-06,11299.0
PB.B917,2019-07-04T17:09:26.928000Z,2019-07-04T17:09:32.068000Z,3.995300301700472e-07,27043.5
CI.WMF,2019-07-04T17:09:29.528000Z,2019-07-04T17:09:36.578000Z,3.124600245477389e-07,3126.9
CI.WBM,2019-07-04T17:09:26.873000Z,2019-07-04T17:09:31.933000Z,7.779284491007677e-07,4004.3
CI.WCS2,2019-07-04T17:09:27.398000Z,2019-07-04T17:09:32.798000Z,1.3281630819871668e-06,55.6
CI.WBS,2019-07-04T17:09:30.248000Z,2019-07-04T17:09:37.738000Z,1.0277400574745551e-06,571.3
NN.QSM,2019-07-04T17:09:30.828000Z,2019-07-04T17:09:38.738000Z,3.1652778767132137e-07,4542.9
20190704171215.03,35.7088,-117.4958,12.2,2.20,7
CI.SRT,2019-07-04T17:12:19.278000Z,2019-07-04T17:12:23.418000Z,5.988359543440294e-07,41793.6
CI.TOW2,2019-07-04T17:12:20.038000Z,2019-07-04T17:12:24.688000Z,8.802080907891865e-07,62953.1
CI.LRL,2019-07-04T17:12:20.218000Z,2019-07-04T17:12:24.758000Z,6.562522344616153e-07,341.2
CI.WRC2,2019-07-04T17:12:20.238000Z,2019-07-04T17:12:24.658000Z,1.4290417157884672e-06,14594.6
CI.MPM,2019-07-04T17:12:21.608000Z,2019-07-04T17:12:27.028000Z,7.85969119067313e-08,92010.6
PB.B916,2019-07-04T17:12:24.248000Z,2019-07-04T17:12:31.558000Z,3.103254855372373e-08,4471.8
PB.B921,2019-07-04T17:12:17.768000Z,2019-07-04T17:12:20.238000Z,5.13689102453697e-07,86903.0
CI.CCC,2019-07-04T17:12:19.708000Z,2019-07-04T17:12:23.548000Z,1.403803169630985e-06,1960.7
CI.DTP,2019-07-04T17:12:24.488000Z,2019-07-04T17:12:31.808000Z,1.1540970043372304e-07,2140.9
CI.WMF,2019-07-04T17:12:24.398000Z,2019-07-04T17:12:31.648000Z,1.1086081741617229e-07,1571.0
CI.CLC,2019-07-04T17:12:18.038000Z,2019-07-04T17:12:20.558000Z,8.222819579940553e-07,17416.2
CI.JRC2,2019-07-04T17:12:22.168000Z,2019-07-04T17:12:27.678000Z,5.558218124143883e-07,9975.5
PB.B917,2019-07-04T17:12:21.808000Z,2019-07-04T17:12:27.048000Z,2.3398131364054946e-07,8246.6
CI.WBM,2019-07-04T17:12:21.713000Z,2019-07-04T17:12:26.883000Z,4.226970911702397e-07,816.7
CI.SLA,2019-07-04T17:12:20.138000Z,2019-07-04T17:12:24.138000Z,8.61940883212036e-07,63.5
CI.WCS2,2019-07-04T17:12:22.318000Z,2019-07-04T17:12:27.898000Z,4.895419935901967e-07,23.1
PB.B918,2019-07-04T17:12:19.678000Z,2019-07-04T17:12:23.258000Z,1.84210074860326e-07,99690.8
CI.WBS,2019-07-04T17:12:25.108000Z,2019-07-04T17:12:32.648000Z,5.112639981089715e-07,242.4
NN.QSM,2019-07-04T17:12:25.708000Z,2019-07-04T17:12:33.638000Z,1.9146535098959757e-07,1162.1
20190704174254.25,35.7322,-117.5527,8.2,3.10,8
CI.TOW2,2019-07-04T17:42:58.218000Z,2019-07-04T17:43:02.038000Z,2.069643596046852e-05,52.3
CI.SRT,2019-07-04T17:42:57.708000Z,2019-07-04T17:43:00.998000Z,7.555123919285221e-06,252.3
CI.WRC2,2019-07-04T17:42:58.658000Z,2019-07-04T17:43:02.398000Z,5.803288968431292e-06,468.6
CI.DTP,2019-07-04T17:43:03.708000Z,2019-07-04T17:43:11.158000Z,1.8088731403010164e-06,20.5
CI.CCC,2019-07-04T17:42:59.558000Z,2019-07-04T17:43:03.928000Z,1.3561980961579026e-05,95.7
CI.CLC,2019-07-04T17:42:56.258000Z,2019-07-04T17:42:58.158000Z,1.484795748438628e-05,482.7
CI.MPM,2019-07-04T17:43:00.438000Z,2019-07-04T17:43:05.398000Z,1.3033401858195671e-06,186.4
PB.B918,2019-07-04T17:42:58.128000Z,2019-07-04T17:43:01.368000Z,9.629783011328572e-07,738.8
CI.SLA,2019-07-04T17:42:59.558000Z,2019-07-04T17:43:03.838000Z,8.475681615878297e-06,17.7
CI.LRL,2019-07-04T17:42:59.258000Z,2019-07-04T17:43:03.278000Z,5.110431974831113e-06,62.8
CI.JRC2,2019-07-04T17:43:00.438000Z,2019-07-04T17:43:05.318000Z,5.423505737830618e-06,123.7
CI.WBM,2019-07-04T17:43:00.113000Z,2019-07-04T17:43:04.753000Z,4.643422988397145e-06,998.5
PB.B916,2019-07-04T17:43:02.788000Z,2019-07-04T17:43:09.378000Z,2.0257765597967965e-07,108.3
PB.B917,2019-07-04T17:43:01.758000Z,2019-07-04T17:43:07.518000Z,1.8736108241065528e-06,42.6
CI.WMF,2019-07-04T17:43:02.738000Z,2019-07-04T17:43:09.208000Z,1.7863510028934252e-06,46.2
CI.WBS,2019-07-04T17:43:03.618000Z,2019-07-04T17:43:10.648000Z,4.491390126531576e-06,440.8
CI.DAW,2019-07-04T17:43:04.453000Z,2019-07-04T17:43:12.043000Z,3.9669285271947223e-07,23.9
CI.WOR,2019-07-04T17:43:04.418000Z,2019-07-04T17:43:11.868000Z,9.60478273420336e-07,352.1
CI.WCS2,2019-07-04T17:43:00.778000Z,2019-07-04T17:43:05.488000Z,3.2716242275361135e-06,30.1
20190704174649.87,35.6317,-117.5953,13.7,3.10,9
CI.TOW2,2019-07-04T17:46:54.698000Z,2019-07-04T17:46:58.818000Z,1.9074173549377496e-05,258.2
CI.SRT,2019-07-04T17:46:53.278000Z,2019-07-04T17:46:56.238000Z,1.3651537968791666e-05,522.9
CI.WMF,2019-07-04T17:46:59.588000Z,2019-07-04T17:47:07.038000Z,7.734848478908782e-07,16.3
CI.CLC,2019-07-04T17:46:53.698000Z,2019-07-04T17:46:56.708000Z,3.819831273558573e-06,40.9
PB.B916,2019-07-04T17:47:00.278000Z,2019-07-04T17:47:08.098000Z,2.1943410538781064e-07,45.5
CI.LRL,2019-07-04T17:46:53.538000Z,2019-07-04T17:46:56.378000Z,1.0351558519055496e-05,110.0
CI.WRC2,2019-07-04T17:46:56.058000Z,2019-07-04T17:47:00.748000Z,3.423775403588756e-06,42.4
CI.WBM,2019-07-04T17:46:54.973000Z,2019-07-04T17:46:58.863000Z,9.635712155406078e-06,3605.3
PB.B921,2019-07-04T17:46:52.908000Z,2019-07-04T17:46:55.278000Z,7.466343880904388e-06,12.7
PB.B918,2019-07-04T17:46:55.678000Z,2019-07-04T17:47:00.068000Z,6.8703118858643e-07,84.0
CI.WCS2,2019-07-04T17:46:57.678000Z,2019-07-04T17:47:03.538000Z,2.438862979448762e-06,53.6
CI.JRC2,2019-07-04T17:46:57.168000Z,2019-07-04T17:47:02.618000Z,3.355722047184492e-06,28.3
CI.CCC,2019-07-04T17:46:55.078000Z,2019-07-04T17:46:58.938000Z,1.1930698906543185e-05,31.1
CI.MPM,2019-07-04T17:46:58.168000Z,2019-07-04T17:47:04.238000Z,1.1297561659184637e-06,23.0
CI.SLA,2019-07-04T17:46:56.998000Z,2019-07-04T17:47:02.128000Z,6.2389383151851934e-06,46.6
CI.DTP,2019-07-04T17:46:57.768000Z,2019-07-04T17:47:03.438000Z,1.2887323316990223e-06,36.5
CI.WOR,2019-07-04T17:46:59.548000Z,2019-07-04T17:47:06.358000Z,5.559615968954674e-06,107.5
CI.CCA,2019-07-04T17:47:01.008000Z,2019-07-04T17:47:08.548000Z,1.4846696751179938e-06,135.4
20190704181032.72,35.6623,-117.5207,14.4,3.60,10
CI.SRT,2019-07-04T18:10:36.848000Z,2019-07-04T18:10:40.548000Z,2.601823137692006e-05,33266.9
CI.WMF,2019-07-04T18:10:42.568000Z,2019-07-04T18:10:50.378000Z,2.683348808015266e-06,132.5
CI.CCC,2019-07-04T18:10:37.058000Z,2019-07-04T18:10:40.788000Z,8.314698281266633e-05,4447.6
CI.TOW2,2019-07-04T18:10:37.918000Z,2019-07-04T18:10:42.268000Z,3.789875576833512e-05,429.9
CI.WCS2,2019-07-04T18:10:40.498000Z,2019-07-04T18:10:46.728000Z,6.987542514439358e-06,155.4
CI.CLC,2019-07-04T18:10:36.128000Z,2019-07-04T18:10:39.118000Z,2.170455410022718e-05,8346.3
CI.MPM,2019-07-04T18:10:40.218000Z,2019-07-04T18:10:46.138000Z,1.9275623631182885e-06,5266.1
PB.B921,2019-07-04T18:10:35.098000Z,2019-07-04T18:10:37.208000Z,1.7172433718632977e-05,1294.7
PB.B916,2019-07-04T18:10:42.728000Z,2019-07-04T18:10:50.438000Z,5.450423368925818e-07,1231.8
CI.WRC2,2019-07-04T18:10:38.658000Z,2019-07-04T18:10:43.328000Z,2.797178863892331e-05,5340.5
PB.B918,2019-07-04T18:10:38.118000Z,2019-07-04T18:10:42.368000Z,2.597062993880545e-06,18704.2
CI.SLA,2019-07-04T18:10:38.758000Z,2019-07-04T18:10:43.378000Z,1.4463124940807136e-05,83.0
CI.DTP,2019-07-04T18:10:41.298000Z,2019-07-04T18:10:47.768000Z,2.493003408793661e-06,438.8
CI.WBM,2019-07-04T18:10:38.843000Z,2019-07-04T18:10:43.423000Z,1.539318201363894e-05,43421.0
CI.WBS,2019-07-04T18:10:42.178000Z,2019-07-04T18:10:49.188000Z,1.2013240355333559e-05,8349.2
PB.B917,2019-07-04T18:10:39.178000Z,2019-07-04T18:10:43.948000Z,5.3758116292800045e-06,440.9
CI.JRC2,2019-07-04T18:10:40.208000Z,2019-07-04T18:10:45.728000Z,1.0730162375952789e-05,119.6
CI.WOR,2019-07-04T18:10:43.338000Z,2019-07-04T18:10:50.918000Z,4.949090601899913e-06,3399.9
NN.QSM,2019-07-04T18:10:45.048000Z,2019-07-04T18:10:52.838000Z,3.704289183625698e-06,20.2
20190704181633.80,35.7253,-117.5230,4.6,2.90,11
CI.TOW2,2019-07-04T18:16:38.208000Z,2019-07-04T18:16:42.348000Z,5.724741862508205e-06,658.7
CI.SRT,2019-07-04T18:16:37.668000Z,2019-07-04T18:16:41.078000Z,4.431771407241742e-06,3417.8
CI.CCC,2019-07-04T18:16:38.908000Z,2019-07-04T18:16:43.118000Z,4.562660013547239e-06,136.8
CI.MPM,2019-07-04T18:16:40.098000Z,2019-07-04T18:16:45.158000Z,5.370828103211147e-07,688.9
CI.WRC2,2019-07-04T18:16:38.498000Z,2019-07-04T18:16:42.298000Z,6.722625400036402e-06,788.6
CI.CLC,2019-07-04T18:16:36.028000Z,2019-07-04T18:16:37.978000Z,8.053501944870788e-06,1764.7
PB.B916,2019-07-04T18:16:42.618000Z,2019-07-04T18:16:49.408000Z,1.2384607148806428e-07,141.7
CI.WBS,2019-07-04T18:16:43.498000Z,2019-07-04T18:16:50.928000Z,3.838626355686688e-06,855.2
CI.SLA,2019-07-04T18:16:38.978000Z,2019-07-04T18:16:43.068000Z,6.514470119200694e-06,112.7
CI.JRC2,2019-07-04T18:16:40.388000Z,2019-07-04T18:16:45.508000Z,2.9291691920510425e-06,54.4
PB.B921,2019-07-04T18:16:36.688000Z,2019-07-04T18:16:39.078000Z,1.4712044674755999e-06,71.1
PB.B917,2019-07-04T18:16:41.098000Z,2019-07-04T18:16:46.678000Z,1.1917564377499221e-06,95.6
PB.B918,2019-07-04T18:16:37.908000Z,2019-07-04T18:16:41.128000Z,5.474661403399237e-07,1152.9
CI.WBM,2019-07-04T18:16:40.093000Z,2019-07-04T18:16:44.913000Z,2.550411662189626e-06,2396.1
CI.WMF,2019-07-04T18:16:42.638000Z,2019-07-04T18:16:49.328000Z,9.834460588258226e-07,46.4
CI.LRL,2019-07-04T18:16:38.948000Z,2019-07-04T18:16:42.828000Z,4.636114823547089e-06,129.8
CI.DTP,2019-07-04T18:16:43.328000Z,2019-07-04T18:16:50.398000Z,9.14554925414075e-07,15.4
CI.WCS2,2019-07-04T18:16:40.678000Z,2019-07-04T18:16:45.628000Z,1.2695078491633237e-06,19.4
CI.DAW,2019-07-04T18:16:44.343000Z,2019-07-04T18:16:51.623000Z,2.224708890254964e-07,18.5
20190704182843.64,35.6645,-117.5587,10.2,3.90,12
CI.SRT,2019-07-04T18:28:46.928000Z,2019-07-04T18:28:50.408000Z,4.9309762923564816e-05,240.4
CI.TOW2,2019-07-04T18:28:48.278000Z,2019-07-04T18:28:52.558000Z,7.526185113461115e-05,13.8
