time,magnitude,longitude,latitude,depth(m),sigma_time,sigma_amp,cov_time_amp,gamma_score,event_index,event_id
2021-05-23T17:11:34.053,2.024,-161.447,54.904,47246.462,0.719,0.202,-0.026,10.0,5,20210523T160000_5
2021-05-23T18:05:46.047,1.533,-161.005,55.086,24721.936,0.349,0.264,-0.016,12.0,6,20210523T160000_6
2021-05-23T22:32:27.814,0.82,-161.366,54.968,318.521,0.19,0.208,0.01,5.0,7,20210523T160000_7
2021-05-23T22:32:50.775,0.881,-161.737,55.061,8748.137,0.002,0.259,0.0,3.756,8,20210523T160000_8
2021-05-23T23:35:37.406,1.469,-161.991,55.279,45591.203,0.497,0.321,-0.043,8.0,9,20210523T160000_9
2021-05-24T03:40:09.924,1.552,-162.773,54.902,61000.0,0.731,0.363,0.096,5.339,1,20210524T000000_1
2021-05-24T03:40:27.270,1.073,-162.058,54.924,0.0,0.376,0.07,-0.005,5.661,2,20210524T000000_2
2021-05-24T04:11:48.172,1.564,-162.773,54.902,39264.313,0.713,0.397,-0.023,5.922,3,20210524T000000_3
2021-05-24T10:29:54.351,1.261,-162.37,54.904,0.0,0.868,0.331,-0.037,6.394,1,20210524T080000_1
2021-05-24T10:30:07.158,1.407,-162.342,54.904,3726.538,0.449,0.479,-0.017,4.557,2,20210524T080000_2
2021-05-24T12:24:06.530,1.713,-162.773,54.902,48938.414,0.884,0.196,-0.023,5.087,3,20210524T080000_3
2021-05-24T14:33:48.110,1.013,-161.873,55.373,38879.04,0.25,0.491,0.008,5.0,4,20210524T080000_4
2021-05-24T14:33:49.946,1.732,-161.008,54.902,41364.103,0.627,0.373,-0.004,7.0,5,20210524T080000_5
2021-05-24T21:19:58.259,2.205,-161.008,54.902,61000.0,0.794,0.271,0.067,15.0,1,20210524T160000_1
2021-05-25T06:58:09.665,1.757,-162.336,54.976,4048.541,0.322,0.632,0.008,8.809,1,20210525T000000_1
2021-05-25T06:58:23.686,2.462,-162.781,55.266,61000.0,0.504,0.317,-0.237,6.0,2,20210525T000000_2
2021-05-25T07:29:02.701,2.192,-160.985,55.918,61000.0,0.759,0.264,0.007,3.954,3,20210525T000000_3
2021-05-25T14:27:26.483,1.051,-161.436,55.385,29985.565,0.113,0.276,-0.003,5.0,1,20210525T080000_1
2021-05-25T20:41:31.290,1.465,-161.0,55.267,61000.0,0.444,0.387,0.033,5.0,1,20210525T160000_1
2021-05-25T22:51:40.465,0.152,-161.929,55.157,0.0,0.203,0.432,-0.004,5.0,2,20210525T160000_2
2021-05-25T23:51:37.845,1.355,-161.318,54.904,23879.655,0.233,0.345,-0.043,6.0,3,20210525T160000_3
2021-05-25T23:52:00.509,0.986,-161.592,55.101,0.0,0.58,0.398,-0.039,7.0,4,20210525T160000_4
2021-05-26T01:45:49.514,1.055,-161.186,55.92,46343.331,0.165,0.13,0.01,6.0,1,20210526T000000_1
2021-05-26T09:35:39.065,2.054,-162.726,54.902,61000.0,0.845,0.237,-0.118,19.0,1,20210526T080000_1
2021-05-26T14:33:14.907,0.694,-161.773,55.359,31568.963,0.006,0.182,0.0,4.0,2,20210526T080000_2
2021-05-26T15:59:48.926,1.232,-162.112,55.251,61000.0,0.431,0.43,0.01,6.0,1,20210526T160000_1
2021-05-26T16:21:07.259,1.41,-161.005,55.061,32271.521,0.361,0.397,-0.044,6.0,2,20210526T160000_2
2021-05-26T16:21:16.592,1.912,-161.002,55.193,49057.99,0.64,0.297,-0.095,7.0,3,20210526T160000_3
2021-05-26T21:25:33.720,1.586,-162.773,54.902,61000.0,1.026,0.149,-0.007,6.896,4,20210526T160000_4
2021-05-26T21:40:12.654,0.706,-162.161,55.895,0.0,0.644,0.192,-0.032,4.0,5,20210526T160000_5
2021-05-26T23:37:21.400,1.631,-161.115,54.902,54933.048,0.368,0.303,0.01,8.0,6,20210526T160000_6
2021-05-26T23:37:28.666,2.052,-161.161,54.903,61000.0,0.727,0.277,-0.07,9.0,7,20210526T160000_7
2021-05-26T23:59:48.450,1.13,-162.281,55.275,61000.0,0.349,0.449,-0.084,4.0,1,20210527T000000_1
2021-05-27T01:08:58.537,2.569,-161.001,55.223,61000.0,0.399,0.228,-0.0,11.0,2,20210527T000000_2
2021-05-27T01:09:17.177,3.119,-161.005,55.031,34884.312,0.424,0.215,0.012,8.872,3,20210527T000000_3
2021-05-27T02:24:39.950,1.051,-162.024,55.28,46450.774,0.0,0.278,-0.0,3.967,4,20210527T000000_4
2021-05-27T05:33:14.174,1.569,-162.791,55.722,61000.0,0.631,0.418,0.07,4.205,5,20210527T000000_5
2021-05-27T10:56:01.720,0.462,-162.172,55.283,0.0,0.151,0.167,-0.01,4.0,1,20210527T080000_1
2021-05-27T12:21:51.296,1.586,-162.773,54.902,61000.0,0.915,0.093,0.016,9.0,2,20210527T080000_2
2021-05-27T14:28:07.349,1.388,-161.278,54.903,40119.724,0.279,0.216,0.012,4.0,3,20210527T080000_3
2021-05-27T14:38:34.090,1.195,-162.64,55.038,29178.418,0.602,0.324,-0.01,7.0,4,20210527T080000_4
2021-05-27T16:55:53.103,1.639,-162.753,54.902,60103.319,0.833,0.194,-0.013,9.969,1,20210527T160000_1
2021-05-27T17:57:43.175,1.255,-161.531,55.171,61000.0,0.168,0.129,-0.002,5.0,2,20210527T160000_2
2021-05-27T19:50:31.047,1.559,-161.143,54.903,52877.397,0.083,0.076,0.003,4.0,3,20210527T160000_3
2021-05-27T19:50:42.352,1.45,-161.107,54.902,43761.419,0.501,0.222,-0.064,5.0,4,20210527T160000_4
2021-05-27T21:41:48.413,2.792,-161.013,54.902,61000.0,0.363,0.285,0.034,10.0,5,20210527T160000_5
2021-05-27T21:41:57.498,3.036,-161.137,54.903,59948.312,0.567,0.228,0.031,10.0,6,20210527T160000_6
2021-05-27T22:52:47.604,1.424,-161.684,55.556,54704.472,0.542,0.207,-0.034,10.0,7,20210527T160000_7
2021-05-27T22:53:35.984,1.416,-161.461,55.601,0.0,0.299,0.407,-0.012,3.645,8,20210527T160000_8
2021-05-27T22:57:35.787,1.693,-161.17,54.903,55540.202,0.289,0.213,-0.005,9.0,9,20210527T160000_9
2021-05-27T22:57:45.948,1.834,-161.229,54.903,53864.213,0.506,0.262,0.005,10.0,10,20210527T160000_10
2021-05-27T23:29:14.140,1.335,-162.581,55.015,50238.886,0.228,0.233,-0.007,5.729,11,20210527T160000_11
2021-05-28T00:47:56.522,1.467,-162.78,55.23,61000.0,0.687,0.076,-0.016,5.0,1,20210528T000000_1
2021-05-28T06:03:07.946,2.112,-161.634,54.905,61000.0,0.849,0.473,-0.043,23.0,2,20210528T000000_2
2021-05-28T07:00:22.007,1.618,-161.226,54.903,48588.881,0.245,0.172,0.007,10.0,3,20210528T000000_3
2021-05-28T07:00:32.445,1.849,-161.295,54.903,51440.546,0.474,0.232,-0.042,9.0,4,20210528T000000_4
2021-05-28T07:59:49.165,0.931,-162.156,55.35,61000.0,0.202,0.394,-0.028,5.0,1,20210528T080000_1
2021-05-28T10:02:02.916,0.505,-162.159,55.89,0.0,0.701,0.205,-0.044,4.0,2,20210528T080000_2
2021-05-28T10:54:30.225,1.075,-161.008,54.914,22289.051,0.217,0.294,-0.03,6.0,3,20210528T080000_3
2021-05-28T12:11:13.313,1.405,-162.089,54.905,61000.0,0.683,0.15,-0.041,7.0,4,20210528T080000_4
2021-05-28T12:39:16.433,0.433,-161.512,55.162,3937.271,0.054,0.334,0.003,4.0,5,20210528T080000_5
2021-05-28T14:26:06.898,1.743,-161.04,54.902,56028.57,0.287,0.138,0.007,11.0,6,20210528T080000_6
2021-05-28T14:26:16.635,1.889,-161.214,54.903,57079.553,0.593,0.249,0.032,10.0,7,20210528T080000_7
2021-05-28T16:12:18.068,1.867,-162.746,54.902,59218.85,0.672,0.285,0.0,11.576,1,20210528T160000_1
2021-05-28T19:00:32.525,-0.14,-161.627,55.366,12917.418,0.0,0.233,-0.0,4.0,2,20210528T160000_2
2021-05-29T00:41:08.761,1.81,-161.603,54.939,61000.0,0.299,0.392,0.022,18.0,1,20210529T000000_1
2021-05-29T07:51:42.244,1.331,-161.302,54.903,801.477,0.414,0.212,0.026,4.0,2,20210529T000000_2
2021-05-29T08:04:45.537,1.729,-161.17,54.903,6171.554,0.508,0.23,0.047,7.0,1,20210529T080000_1
2021-05-29T08:04:59.612,1.804,-161.434,54.904,18705.339,0.322,0.261,-0.003,7.0,2,20210529T080000_2
2021-05-29T08:05:58.382,1.612,-161.994,55.549,50824.002,0.0,0.33,-0.0,4.0,3,20210529T080000_3
2021-05-29T15:48:13.093,0.679,-161.92,55.392,26503.255,0.0,0.484,-0.0,4.0,4,20210529T080000_4
2021-05-29T18:29:47.343,1.864,-162.773,54.902,61000.0,0.859,0.334,-0.046,11.468,1,20210529T160000_1
2021-05-29T21:01:23.881,1.68,-162.773,54.902,61000.0,0.965,0.159,0.151,7.0,2,20210529T160000_2
2021-05-29T22:15:06.206,1.788,-161.222,54.903,42290.448,0.387,0.16,0.007,9.0,3,20210529T160000_3
2021-05-29T22:15:17.732,2.05,-161.234,54.903,36003.743,0.697,0.264,-0.062,8.0,4,20210529T160000_4
2021-05-29T22:49:11.413,1.962,-161.008,54.902,61000.0,1.056,0.27,0.051,19.0,5,20210529T160000_5
2021-05-30T04:05:51.614,1.026,-162.061,54.94,3505.986,0.022,0.193,0.001,3.889,1,20210530T000000_1
2021-05-30T05:38:03.273,2.158,-161.0,55.263,61000.0,0.536,0.178,0.051,10.0,2,20210530T000000_2
2021-05-30T05:38:44.529,1.564,-161.815,55.22,7024.031,0.492,0.382,-0.003,7.828,3,20210530T000000_3
2021-05-30T07:40:45.489,2.373,-161.684,54.905,61000.0,0.941,0.363,-0.153,21.0,4,20210530T000000_4
2021-05-30T08:27:17.662,0.931,-161.793,55.304,26166.189,0.385,0.41,0.009,6.0,1,20210530T080000_1
2021-05-30T11:11:23.389,1.458,-162.775,55.013,45976.064,0.286,0.235,0.008,4.755,2,20210530T080000_2
2021-05-30T13:41:21.006,1.716,-162.781,55.286,61000.0,0.807,0.31,0.043,12.859,3,20210530T080000_3
2021-05-30T14:25:32.046,1.758,-161.219,54.903,60261.858,0.252,0.099,-0.001,8.0,4,20210530T080000_4
2021-05-30T14:36:42.725,1.786,-161.192,55.02,61000.0,0.331,0.268,0.013,11.0,5,20210530T080000_5
2021-05-30T15:58:23.945,1.605,-162.785,55.452,61000.0,0.713,0.05,-0.009,5.0,6,20210530T080000_6
2021-05-30T17:08:23.578,1.627,-162.779,55.201,61000.0,0.63,0.359,-0.012,7.0,1,20210530T160000_1
2021-05-30T18:08:58.190,1.326,-162.774,54.979,38009.197,0.553,0.35,0.082,7.779,2,20210530T160000_2
2021-05-30T18:21:20.472,1.373,-161.168,55.267,59244.136,0.498,0.4,-0.014,9.821,3,20210530T160000_3
2021-05-30T18:22:22.817,1.017,-161.754,55.093,14864.587,0.478,0.188,0.017,6.711,4,20210530T160000_4
2021-05-30T18:23:17.992,0.93,-162.507,54.95,22464.682,0.053,0.354,0.0,4.277,5,20210530T160000_5
2021-05-30T19:22:03.673,2.522,-162.773,54.902,61000.0,1.251,0.327,-0.095,21.0,6,20210530T160000_6
2021-05-31T04:14:03.545,1.693,-162.773,54.902,61000.0,1.001,0.136,-0.025,7.0,1,20210531T000000_1
2021-05-31T06:06:47.589,0.88,-161.773,55.168,21911.331,0.515,0.351,-0.092,8.0,2,20210531T000000_2
2021-05-31T07:02:03.450,2.46,-161.378,55.515,61000.0,0.353,0.834,0.094,10.306,3,20210531T000000_3
2021-05-31T07:15:56.766,1.661,-161.209,54.903,42602.299,0.772,0.536,-0.215,5.883,4,20210531T000000_4
2021-05-31T07:16:07.482,1.022,-162.38,54.904,0.0,1.202,0.448,0.051,5.023,5,20210531T000000_5
2021-05-31T10:33:13.171,1.556,-161.122,54.902,0.0,0.376,0.252,0.003,6.737,1,20210531T080000_1
2021-05-31T10:33:16.146,1.447,-162.713,54.902,22333.38,0.121,0.382,-0.012,4.463,2,20210531T080000_2
2021-05-31T10:33:37.074,0.48,-161.662,55.283,0.0,0.403,0.414,-0.053,7.216,3,20210531T080000_3
2021-05-31T11:46:10.283,1.567,-162.766,54.902,61000.0,0.827,0.38,-0.113,12.0,4,20210531T080000_4
2021-05-31T12:16:55.165,1.807,-161.481,55.591,54306.985,0.341,0.339,-0.009,11.508,5,20210531T080000_5
2021-05-31T13:02:14.534,1.482,-160.999,55.304,45877.646,0.308,0.313,0.012,9.0,6,20210531T080000_6
2021-05-31T13:02:20.465,1.681,-160.999,55.33,47854.273,0.573,0.262,0.032,7.0,7,20210531T080000_7
2021-05-31T14:56:38.769,1.751,-161.534,54.904,61000.0,0.933,0.245,-0.12,20.998,8,20210531T080000_8
2021-05-31T18:40:58.630,2.67,-161.653,54.905,61000.0,1.03,0.267,-0.126,22.0,1,20210531T160000_1
2021-06-01T00:14:03.283,1.768,-161.054,54.902,55104.622,0.259,0.26,0.003,8.983,1,20210601T000000_1
2021-06-01T00:14:27.764,1.036,-161.37,55.283,12950.121,0.134,0.317,-0.017,6.913,2,20210601T000000_2
2021-06-01T00:14:32.804,1.071,-162.086,54.929,8108.054,0.012,0.19,-0.0,3.918,3,20210601T000000_3
2021-06-01T04:30:18.010,0.033,-162.011,55.281,0.0,0.278,0.336,-0.028,5.0,4,20210601T000000_4
2021-06-01T10:00:25.474,1.6,-161.916,54.905,61000.0,1.188,0.126,0.053,7.0,1,20210601T080000_1
2021-06-01T12:05:04.181,1.5,-161.002,55.196,61000.0,1.161,0.404,-0.094,9.897,2,20210601T080000_2
2021-06-01T16:32:07.582,1.438,-161.152,54.903,43253.005,0.267,0.309,-0.025,7.0,1,20210601T160000_1
2021-06-01T16:32:16.459,1.644,-161.196,54.903,54212.818,0.417,0.272,-0.053,7.0,2,20210601T160000_2
2021-06-01T17:37:20.606,1.257,-161.0,55.259,61000.0,0.472,0.302,-0.039,4.0,3,20210601T160000_3
2021-06-01T18:53:48.527,0.907,-161.71,55.368,34468.898,0.269,0.311,0.012,6.0,4,20210601T160000_4
2021-06-01T21:44:02.238,2.088,-162.795,55.891,61000.0,0.947,0.188,0.096,5.0,5,20210601T160000_5
2021-06-01T22:03:44.839,1.816,-161.132,54.903,61000.0,0.799,0.274,-0.023,18.0,6,20210601T160000_6
2021-06-02T01:19:17.426,0.798,-162.164,54.905,0.0,0.371,0.334,0.033,6.417,1,20210602T000000_1
2021-06-02T01:19:38.328,0.273,-161.882,55.15,0.0,0.42,0.133,0.006,4.224,2,20210602T000000_2
2021-06-02T01:31:31.407,1.415,-162.773,54.902,61000.0,0.929,0.114,0.0,4.817,3,20210602T000000_3
2021-06-02T07:15:39.681,1.76,-162.214,54.904,25.406,0.352,0.432,-0.001,11.0,4,20210602T000000_4
2021-06-02T07:15:54.533,2.067,-162.298,54.904,10613.891,0.506,0.551,-0.007,10.0,5,20210602T000000_5
2021-06-02T07:59:49.176,1.165,-162.128,55.341,61000.0,0.206,0.542,-0.063,4.0,1,20210602T080000_1
2021-06-02T10:38:49.617,0.168,-161.805,55.146,0.0,0.67,0.452,-0.073,6.0,2,20210602T080000_2
2021-06-02T16:07:26.059,1.538,-161.743,54.946,61000.0,0.291,0.274,0.009,14.918,1,20210602T160000_1
2021-06-02T19:46:18.680,0.136,-161.872,55.225,13524.941,0.295,0.169,-0.009,4.0,2,20210602T160000_2
2021-06-02T19:56:19.633,0.268,-161.801,55.241,17.178,0.683,0.486,0.041,5.748,3,20210602T160000_3
2021-06-02T23:38:58.761,1.456,-161.164,54.903,48454.307,0.253,0.231,-0.011,6.891,4,20210602T160000_4
2021-06-02T23:59:45.563,1.453,-161.329,54.904,61000.0,0.291,0.418,-0.021,4.0,1,20210603T000000_1
2021-06-03T02:17:29.527,1.347,-161.957,54.905,61000.0,0.434,0.223,0.037,6.0,2,20210603T000000_2
2021-06-03T03:27:52.970,1.805,-162.672,55.919,61000.0,0.928,0.09,0.015,6.0,3,20210603T000000_3
2021-06-03T05:16:29.463,2.353,-161.447,54.904,52569.668,0.428,0.262,0.034,10.987,4,20210603T000000_4
2021-06-03T05:16:46.516,2.325,-161.528,54.904,30894.158,0.581,0.193,0.011,10.925,5,20210603T000000_5
2021-06-03T06:33:28.153,0.731,-161.859,55.459,27612.909,0.179,0.418,-0.017,6.0,6,20210603T000000_6
2021-06-03T09:54:50.560,0.598,-161.836,55.497,27800.349,0.142,0.367,-0.005,8.0,1,20210603T080000_1
2021-06-03T10:21:49.827,2.149,-162.486,55.221,61000.0,0.556,0.393,0.036,13.0,2,20210603T080000_2
2021-06-03T10:41:48.134,0.399,-161.723,55.298,0.0,0.066,0.303,-0.01,3.706,3,20210603T080000_3
2021-06-03T11:48:49.853,0.551,-162.219,54.904,0.0,0.68,0.359,0.017,6.0,4,20210603T080000_4
2021-06-03T14:31:32.548,1.166,-161.107,54.902,35597.889,0.352,0.248,0.017,7.993,5,20210603T080000_5
2021-06-03T14:31:59.032,0.343,-162.108,55.232,19468.528,0.0,0.142,0.0,4.0,6,20210603T080000_6
2021-06-03T15:40:13.861,0.28,-162.041,54.905,0.0,0.287,0.138,0.021,4.0,7,20210603T080000_7
2021-06-03T15:40:37.180,0.394,-162.111,54.905,0.0,0.836,0.211,0.005,4.0,8,20210603T080000_8
2021-06-03T16:32:52.520,1.753,-161.078,54.902,61000.0,0.451,0.149,0.027,12.0,1,20210603T160000_1
2021-06-03T16:33:03.270,1.884,-161.191,54.903,53336.974,0.698,0.208,0.026,10.0,2,20210603T160000_2
2021-06-03T16:43:09.204,1.2,-161.077,54.902,46938.724,0.323,0.25,-0.013,6.0,3,20210603T160000_3
2021-06-03T16:43:20.971,1.208,-161.206,54.903,43646.464,0.673,0.222,0.023,5.0,4,20210603T160000_4
2021-06-03T18:08:44.676,0.911,-162.217,55.345,37960.571,0.27,0.052,-0.002,5.848,5,20210603T160000_5
2021-06-03T18:13:35.760,0.306,-162.053,55.256,4709.903,0.185,0.339,0.009,6.0,6,20210603T160000_6
2021-06-03T18:46:07.628,1.065,-162.112,55.1,0.0,0.882,0.607,-0.356,4.0,7,20210603T160000_7
2021-06-03T20:34:55.499,1.132,-162.593,54.903,34448.321,0.901,0.103,0.011,8.021,8,20210603T160000_8
2021-06-03T20:36:21.455,1.137,-162.255,54.904,61000.0,0.774,0.076,-0.0,4.935,9,20210603T160000_9
2021-06-03T21:00:32.732,1.405,-161.153,54.903,47744.006,0.384,0.152,0.018,8.92,10,20210603T160000_10
2021-06-03T21:01:04.314,-0.591,-161.742,55.372,0.0,0.243,0.606,-0.086,4.0,11,20210603T160000_11
2021-06-03T23:26:17.712,0.402,-162.19,54.905,0.0,0.363,0.343,0.003,5.0,12,20210603T160000_12
2021-06-03T23:26:28.928,0.415,-162.261,54.904,0.0,0.727,0.421,0.058,5.0,13,20210603T160000_13
2021-06-04T03:26:24.925,-0.121,-161.717,55.199,7010.684,0.0,0.105,-0.0,4.0,1,20210604T000000_1
2021-06-04T03:40:23.358,1.27,-161.578,55.468,41846.482,0.528,0.476,0.046,7.658,2,20210604T000000_2
2021-06-04T03:54:33.717,1.356,-161.481,55.797,664.297,0.043,0.299,0.001,4.724,3,20210604T000000_3
2021-06-04T06:39:05.187,1.321,-162.284,54.987,61000.0,0.264,0.006,-0.0,4.0,4,20210604T000000_4
2021-06-04T07:07:31.038,0.578,-161.674,55.285,43030.104,0.577,0.245,0.018,4.0,5,20210604T000000_5
2021-06-04T08:03:50.492,0.801,-161.865,55.467,30191.438,0.002,0.349,-0.0,4.0,1,20210604T080000_1
2021-06-04T08:22:27.804,1.101,-161.713,55.177,61000.0,0.503,0.559,-0.05,5.0,2,20210604T080000_2
2021-06-04T09:09:38.217,0.958,-161.454,55.272,39620.513,0.163,0.285,0.004,5.0,3,20210604T080000_3
2021-06-04T10:10:23.468,2.29,-161.159,54.903,57010.126,0.309,0.135,0.021,11.0,4,20210604T080000_4
2021-06-04T10:10:32.789,2.716,-161.272,54.903,58397.506,0.453,0.199,0.007,11.0,5,20210604T080000_5
2021-06-04T10:13:50.099,-0.461,-161.767,55.34,11541.971,0.0,0.141,-0.0,4.0,6,20210604T080000_6
2021-06-04T11:45:40.645,1.505,-162.773,54.902,61000.0,0.445,0.278,0.02,6.643,7,20210604T080000_7
2021-06-04T11:46:48.471,0.369,-162.29,55.001,0.0,0.604,0.747,0.074,4.064,8,20210604T080000_8
2021-06-04T12:20:26.744,1.307,-162.773,54.902,48696.63,0.178,0.079,0.008,4.0,9,20210604T080000_9
2021-06-04T13:04:10.561,1.478,-162.773,54.902,61000.0,0.293,0.193,0.112,5.001,10,20210604T080000_10
2021-06-04T13:04:25.768,1.17,-162.467,54.916,27332.967,0.102,0.3,-0.005,4.999,11,20210604T080000_11
2021-06-04T13:57:07.953,1.684,-162.38,55.15,61000.0,0.49,0.368,0.005,10.0,12,20210604T080000_12
2021-06-04T14:45:06.548,1.199,-162.754,54.902,0.0,0.289,0.39,-0.011,4.778,13,20210604T080000_13
2021-06-04T14:45:11.131,0.013,-161.755,55.166,0.0,0.36,0.617,0.075,6.287,14,20210604T080000_14
2021-06-04T14:45:27.352,-0.199,-161.766,55.283,4320.157,0.216,0.369,-0.029,5.097,15,20210604T080000_15
2021-06-04T15:36:49.018,-0.742,-161.891,55.374,0.0,0.418,0.138,0.017,5.0,16,20210604T080000_16
2021-06-04T15:38:23.147,1.425,-161.484,54.904,61000.0,0.896,0.078,-0.031,6.0,17,20210604T080000_17
2021-06-04T15:40:21.711,1.369,-161.007,54.963,46064.97,0.273,0.311,0.02,8.465,18,20210604T080000_18
2021-06-04T15:40:30.888,1.656,-162.132,55.666,61000.0,0.597,0.171,-0.031,5.175,19,20210604T080000_19
2021-06-04T16:28:33.910,1.091,-161.32,54.904,30534.823,0.191,0.308,-0.039,6.0,1,20210604T160000_1
2021-06-04T16:34:59.019,2.183,-161.004,55.067,61000.0,0.324,0.214,0.024,10.92,2,20210604T160000_2
2021-06-04T16:35:08.290,2.701,-161.003,55.117,61000.0,0.498,0.257,-0.046,10.0,3,20210604T160000_3
2021-06-04T16:57:47.136,-0.011,-162.131,55.286,0.0,0.265,0.337,-0.006,4.0,4,20210604T160000_4
2021-06-04T17:11:10.115,1.302,-161.003,55.14,44843.861,0.374,0.257,0.002,8.0,5,20210604T160000_5
2021-06-04T17:11:29.700,1.045,-161.11,55.465,1222.312,0.386,0.342,-0.054,6.0,6,20210604T160000_6
2021-06-04T17:48:46.557,1.927,-162.711,54.939,61000.0,0.356,0.337,-0.043,11.0,8,20210604T160000_8
2021-06-04T17:48:51.295,2.254,-162.773,54.902,52458.505,0.829,0.453,-0.278,10.82,7,20210604T160000_7
2021-06-04T18:25:29.185,1.474,-162.773,54.902,61000.0,1.277,0.116,0.026,9.0,9,20210604T160000_9
2021-06-04T19:07:58.016,0.922,-162.713,54.902,22042.514,0.491,0.179,0.021,7.0,10,20210604T160000_10
2021-06-04T20:24:42.725,1.042,-161.954,54.905,24408.828,0.435,0.23,-0.014,4.0,11,20210604T160000_11
2021-06-04T22:11:25.720,0.995,-161.158,54.903,34080.05,0.332,0.299,0.001,5.0,12,20210604T160000_12
2021-06-04T22:11:34.446,1.079,-161.319,54.904,55350.6,0.51,0.278,-0.036,4.0,13,20210604T160000_13
2021-06-04T22:43:09.350,1.434,-162.359,54.904,61000.0,0.506,0.202,0.012,8.0,14,20210604T160000_14
2021-06-04T23:05:07.788,1.864,-162.773,54.902,44517.884,0.602,0.212,0.04,11.895,15,20210604T160000_15
2021-06-05T02:13:21.164,0.826,-161.505,55.425,35489.21,0.574,0.173,0.002,5.0,1,20210605T000000_1
2021-06-05T03:37:30.348,1.154,-162.268,54.993,61000.0,0.258,0.124,-0.003,4.0,2,20210605T000000_2
2021-06-05T06:23:39.038,1.229,-162.773,54.902,61000.0,0.932,0.137,0.087,6.0,3,20210605T000000_3
2021-06-05T11:15:54.107,1.366,-161.215,54.903,61000.0,0.354,0.228,0.004,7.0,1,20210605T080000_1
2021-06-05T11:16:02.829,1.936,-161.251,54.903,61000.0,0.791,0.239,-0.013,10.0,2,20210605T080000_2
2021-06-05T12:43:34.265,1.871,-161.003,55.121,26374.33,0.725,0.436,0.14,7.762,3,20210605T080000_3
2021-06-05T12:43:57.491,2.471,-161.003,55.124,2187.203,0.587,0.313,-0.109,8.573,4,20210605T080000_4
2021-06-05T13:58:05.905,1.992,-160.993,55.571,61000.0,0.521,0.29,0.004,10.559,5,20210605T080000_5
2021-06-05T13:58:06.195,1.841,-161.006,54.991,61000.0,0.706,0.218,0.05,11.298,6,20210605T080000_6
2021-06-05T14:50:03.101,1.721,-162.773,54.902,61000.0,1.144,0.135,0.115,9.0,7,20210605T080000_7
2021-06-05T15:09:29.510,0.404,-162.465,55.206,0.0,0.297,0.093,-0.014,4.0,8,20210605T080000_8
2021-06-05T15:12:22.114,0.731,-161.799,55.551,0.0,0.473,0.619,0.145,4.713,9,20210605T080000_9
2021-06-05T16:05:25.012,1.48,-161.201,54.903,43951.687,0.405,0.162,0.001,7.0,1,20210605T160000_1
2021-06-05T16:05:34.412,1.345,-161.254,54.903,49550.264,0.631,0.244,0.025,6.0,2,20210605T160000_2
2021-06-05T17:38:04.980,1.137,-161.001,55.205,2753.546,0.214,0.379,0.038,4.0,3,20210605T160000_3
2021-06-05T17:38:29.106,0.242,-162.079,55.196,0.0,0.39,0.183,-0.048,3.815,4,20210605T160000_4
2021-06-05T21:42:26.987,1.334,-161.235,54.903,55664.691,0.462,0.327,-0.026,4.846,5,20210605T160000_5
2021-06-05T21:51:00.622,1.232,-161.082,54.902,0.0,0.068,0.35,-0.014,4.0,6,20210605T160000_6
2021-06-05T21:51:26.351,0.916,-161.559,55.241,0.0,0.506,0.286,0.071,3.627,7,20210605T160000_7
2021-06-05T22:11:21.318,2.109,-161.061,55.395,61000.0,0.214,0.197,0.02,9.895,8,20210605T160000_8
2021-06-05T22:12:08.079,1.605,-161.742,55.447,0.0,0.705,0.382,0.088,5.513,9,20210605T160000_9
2021-06-05T23:59:49.161,1.42,-162.012,55.288,61000.0,0.13,0.328,0.013,4.0,1,20210606T000000_1
2021-06-06T00:41:15.859,1.282,-161.477,54.904,21684.615,0.474,0.313,-0.009,6.66,2,20210606T000000_2
2021-06-06T00:41:28.517,1.375,-161.504,54.904,32453.957,0.479,0.222,0.021,5.904,3,20210606T000000_3
2021-06-06T00:58:23.234,1.843,-161.013,54.902,40630.326,0.269,0.216,-0.0,9.0,4,20210606T000000_4
2021-06-06T00:58:30.254,1.92,-161.033,54.902,57120.377,0.611,0.284,-0.017,7.0,5,20210606T000000_5
2021-06-06T02:31:12.877,0.991,-161.795,55.124,383.132,0.139,0.423,0.036,4.0,6,20210606T000000_6
2021-06-06T02:33:31.833,1.91,-162.773,54.902,40768.408,1.029,0.338,0.075,14.0,7,20210606T000000_7
2021-06-06T04:47:58.839,1.312,-161.292,54.903,36018.252,0.247,0.255,0.01,5.0,8,20210606T000000_8
2021-06-06T04:48:12.785,1.586,-161.398,54.904,31347.132,0.563,0.259,0.079,7.0,9,20210606T000000_9
2021-06-06T06:20:00.202,-0.028,-161.648,55.331,0.0,0.383,0.419,0.042,4.0,10,20210606T000000_10
2021-06-06T06:20:15.775,0.621,-162.005,55.202,16940.776,0.556,0.197,-0.078,6.0,11,20210606T000000_11
2021-06-06T07:58:30.424,0.856,-161.391,55.199,674.551,0.162,0.334,0.025,5.832,12,20210606T000000_12
2021-06-06T07:58:53.421,-0.286,-161.785,55.38,3209.491,0.221,0.596,-0.06,6.833,13,20210606T000000_13
2021-06-06T08:04:22.340,1.116,-161.465,55.337,25370.542,0.268,0.213,0.004,7.729,1,20210606T080000_1
2021-06-06T09:26:54.828,1.63,-161.002,55.181,61000.0,0.964,0.335,0.107,15.0,2,20210606T080000_2
